DATE	TIME	Open	High	Low	Close	TICKVOL	VOL	SPREAD
2019.02.27	18:00:00	98085	98125	98010	98025	3687	14369	5
2019.02.27	18:05:00	98035	98035	97945	97950	3512	13151	5
2019.02.28	09:00:00	97945	98140	97810	98065	17982	57586	5
2019.02.28	09:05:00	98060	98095	97980	98000	14047	45758	5
2019.02.28	09:10:00	97995	98060	97960	97975	9000	31182	5
2019.02.28	09:15:00	97980	98015	97905	97935	10534	33424	5
2019.02.28	09:20:00	97935	98005	97870	97965	15387	44631	5
2019.02.28	09:25:00	97970	98045	97960	98000	11159	34968	5
2019.02.28	09:30:00	98000	98020	97895	97920	11657	35956	5
2019.02.28	09:35:00	97920	98015	97900	97990	13050	40436	5
2019.02.28	09:40:00	97990	98035	97930	97940	8820	27590	5
2019.02.28	09:45:00	97945	98085	97900	98050	18759	52660	5
2019.02.28	09:50:00	98040	98160	98040	98150	18405	61935	5
2019.02.28	09:55:00	98150	98220	98120	98215	18050	58254	5
2019.02.28	10:00:00	98220	98235	98120	98135	18226	60109	5
2019.02.28	10:05:00	98135	98210	98075	98075	17735	58007	5
2019.02.28	10:10:00	98080	98115	97960	97980	32667	96993	5
2019.02.28	10:15:00	97985	98005	97820	97910	33089	102536	5
2019.02.28	10:20:00	97910	97910	97690	97700	31825	102880	5
2019.02.28	10:25:00	97700	97740	97650	97670	19027	58688	5
2019.02.28	10:30:00	97675	97735	97575	97595	30652	96544	5
2019.02.28	10:35:00	97595	97610	97380	97430	32841	110225	5
2019.02.28	10:40:00	97430	97525	97405	97485	20310	64780	5
2019.02.28	10:45:00	97485	97550	97395	97425	19710	68961	5
2019.02.28	10:50:00	97425	97480	97350	97370	19317	68973	5
2019.02.28	10:55:00	97365	97380	97260	97355	22667	78163	5
2019.02.28	11:00:00	97350	97480	97350	97420	20635	69436	5
2019.02.28	11:05:00	97420	97475	97340	97465	14889	50106	5
2019.02.28	11:10:00	97465	97510	97400	97445	12319	41953	5
2019.02.28	11:15:00	97445	97480	97325	97330	13893	45989	5
2019.02.28	11:20:00	97330	97340	97160	97330	35565	108409	5
2019.02.28	11:25:00	97325	97360	97225	97270	15887	54807	5
2019.02.28	11:30:00	97270	97280	97135	97205	25971	90242	5
2019.02.28	11:35:00	97200	97220	97070	97140	21957	82114	5
2019.02.28	11:40:00	97130	97160	97040	97095	17222	66848	5
2019.02.28	11:45:00	97095	97120	97020	97035	14377	53764	5
2019.02.28	11:50:00	97030	97165	97025	97120	16118	56941	5
2019.02.28	11:55:00	97125	97185	97055	97065	11527	40356	5
2019.02.28	12:00:00	97065	97075	96820	96835	33862	125496	5
2019.02.28	12:05:00	96830	96850	96505	96545	49117	184568	5
2019.02.28	12:10:00	96550	96630	96520	96575	21283	72080	5
2019.02.28	12:15:00	96570	96605	96405	96470	26877	97739	5
2019.02.28	12:20:00	96475	96480	96255	96280	23803	98425	5
2019.02.28	12:25:00	96275	96415	96260	96405	16640	69116	5
2019.02.28	12:30:00	96405	96450	96365	96450	11043	46175	5
2019.02.28	12:35:00	96455	96480	96315	96350	16724	60221	5
2019.02.28	12:40:00	96355	96360	96125	96215	25312	104620	5
2019.02.28	12:45:00	96215	96330	96180	96190	16039	66536	5
2019.02.28	12:50:00	96185	96260	96075	96110	23020	86050	5
2019.02.28	12:55:00	96110	96180	96065	96080	16103	64851	5
2019.02.28	13:00:00	96085	96230	96080	96110	15772	59504	5
2019.02.28	13:05:00	96110	96140	95990	96085	19496	74388	5
2019.02.28	13:10:00	96085	96200	96070	96150	12369	54053	5
2019.02.28	13:15:00	96150	96200	96075	96160	12766	51901	5
2019.02.28	13:20:00	96160	96285	96105	96275	16344	60752	5
2019.02.28	13:25:00	96270	96370	96255	96355	14517	59449	5
2019.02.28	13:30:00	96360	96390	96190	96225	18053	71172	5
2019.02.28	13:35:00	96230	96360	96215	96305	13983	51953	5
2019.02.28	13:40:00	96300	96340	96235	96285	10169	42277	5
2019.02.28	13:45:00	96290	96355	96255	96265	9217	37471	5
2019.02.28	13:50:00	96260	96290	96100	96220	23059	75552	5
2019.02.28	13:55:00	96220	96285	96105	96105	13971	52589	5
2019.02.28	14:00:00	96105	96335	96100	96315	16534	60978	5
2019.02.28	14:05:00	96315	96365	96245	96255	12992	51316	5
2019.02.28	14:10:00	96255	96300	96195	96250	10422	37040	5
2019.02.28	14:15:00	96245	96425	96245	96395	14681	52163	5
2019.02.28	14:20:00	96395	96410	96280	96345	14323	55254	5
2019.02.28	14:25:00	96345	96450	96265	96430	14018	50971	5
2019.02.28	14:30:00	96430	96435	96340	96375	8555	30908	5
2019.02.28	14:35:00	96380	96465	96360	96455	8884	32822	5
2019.02.28	14:40:00	96460	96515	96405	96515	15708	60950	5
2019.02.28	14:45:00	96510	96550	96470	96520	12315	47279	5
2019.02.28	14:50:00	96520	96575	96500	96525	10288	42134	5
2019.02.28	14:55:00	96520	96560	96470	96485	13465	53076	5
2019.02.28	15:00:00	96485	96570	96435	96460	16503	60559	5
2019.02.28	15:05:00	96465	96550	96445	96540	10132	39557	5
2019.02.28	15:10:00	96540	96620	96535	96575	15292	57232	5
2019.02.28	15:15:00	96580	96610	96500	96545	10743	43151	5
2019.02.28	15:20:00	96540	96545	96345	96380	22429	73909	5
2019.02.28	15:25:00	96380	96505	96380	96480	10042	38598	5
2019.02.28	15:30:00	96480	96485	96380	96395	12786	46138	5
2019.02.28	15:35:00	96400	96435	96300	96385	17616	64454	5
2019.02.28	15:40:00	96380	96405	96340	96380	7693	30347	5
2019.02.28	15:45:00	96380	96395	96255	96285	13629	51360	5
2019.02.28	15:50:00	96280	96320	96250	96295	10433	40195	5
2019.02.28	15:55:00	96295	96315	96210	96245	12416	45554	5
2019.02.28	16:00:00	96250	96280	96220	96255	7646	27325	5
2019.02.28	16:05:00	96255	96280	96205	96250	8426	31193	5
2019.02.28	16:10:00	96250	96385	96245	96370	16179	57311	5
2019.02.28	16:15:00	96375	96415	96330	96380	10337	41078	5
2019.02.28	16:20:00	96380	96440	96300	96320	12860	49362	5
2019.02.28	16:25:00	96320	96360	96255	96290	10261	38071	5
2019.02.28	16:30:00	96290	96330	96175	96275	19755	70173	5
2019.02.28	16:35:00	96275	96290	96235	96245	5998	21712	5
2019.02.28	16:40:00	96240	96275	96185	96215	8894	32723	5
2019.02.28	16:45:00	96215	96215	96135	96155	10676	41350	5
2019.02.28	16:50:00	96155	96240	96135	96230	12023	46857	5
2019.02.28	16:55:00	96230	96320	96190	96190	14342	54018	5
2019.02.28	17:00:00	96190	96210	96140	96195	10686	42315	5
2019.02.28	17:05:00	96190	96230	96100	96130	11743	47394	5
2019.02.28	17:10:00	96130	96240	96105	96200	11693	49452	5
2019.02.28	17:15:00	96195	96215	96155	96190	6049	26431	5
2019.02.28	17:20:00	96190	96225	96160	96175	5530	23393	5
2019.02.28	17:25:00	96175	96215	96155	96175	4385	19192	5
2019.02.28	17:30:00	96170	96195	96125	96180	5073	21240	5
2019.02.28	17:35:00	96180	96190	96135	96175	4319	17573	5
2019.02.28	17:40:00	96175	96260	96165	96220	6399	26764	5
2019.02.28	17:45:00	96220	96270	96180	96200	5987	27359	5
2019.02.28	17:50:00	96200	96230	96170	96185	4063	18890	5
2019.02.28	17:55:00	96185	96245	96175	96185	5365	24655	5
2019.02.28	18:00:00	96190	96195	96085	96120	6436	24371	5
2019.02.28	18:05:00	96115	96165	96075	96090	4740	14227	5
2019.02.28	18:10:00	96095	96110	96055	96075	1998	6541	5
2019.02.28	18:15:00	96070	96105	95950	95950	4986	22192	5
2019.03.01	09:00:00	96500	96685	96465	96675	13577	45888	5
2019.03.01	09:05:00	96680	96790	96635	96680	16891	56611	5
2019.03.01	09:10:00	96685	96700	96495	96500	17979	63570	5
2019.03.01	09:15:00	96500	96525	96345	96360	22073	75681	5
2019.03.01	09:20:00	96365	96520	96325	96510	14981	53003	5
2019.03.01	09:25:00	96515	96560	96410	96455	15642	49364	5
2019.03.01	09:30:00	96455	96545	96450	96535	9174	32017	5
2019.03.01	09:35:00	96535	96610	96510	96530	15094	50648	5
2019.03.01	09:40:00	96535	96570	96435	96520	13942	42452	5
2019.03.01	09:45:00	96525	96570	96490	96520	8671	27585	5
2019.03.01	09:50:00	96515	96540	96440	96465	9408	30223	5
2019.03.01	09:55:00	96465	96490	96385	96455	13894	45263	5
2019.03.01	10:00:00	96455	96665	96405	96640	25982	78448	5
2019.03.01	10:05:00	96640	96710	96575	96700	22029	70779	5
2019.03.01	10:10:00	96700	96710	96300	96340	35902	111478	5
2019.03.01	10:15:00	96340	96380	96125	96205	42129	144418	5
2019.03.01	10:20:00	96200	96230	96100	96200	24887	83247	5
2019.03.01	10:25:00	96200	96355	96160	96325	18038	62967	5
2019.03.01	10:30:00	96325	96400	96005	96010	31466	110601	5
2019.03.01	10:35:00	96010	96070	95750	96030	45339	166488	5
2019.03.01	10:40:00	96030	96125	95925	96090	23262	84788	5
2019.03.01	10:45:00	96085	96100	95885	95975	20252	71491	5
2019.03.01	10:50:00	95975	96035	95900	95955	14799	56768	5
2019.03.01	10:55:00	95955	95975	95840	95855	14021	53962	5
2019.03.01	11:00:00	95855	95990	95820	95935	13553	49214	5
2019.03.01	11:05:00	95935	96030	95915	95945	10344	38856	5
2019.03.01	11:10:00	95945	96085	95925	96055	12896	47669	5
2019.03.01	11:15:00	96060	96070	95890	96000	14284	50632	5
2019.03.01	11:20:00	96000	96015	95870	95915	10975	38744	5
2019.03.01	11:25:00	95915	96030	95880	95975	12748	45089	5
2019.03.01	11:30:00	95980	96255	95960	96195	32491	108626	5
2019.03.01	11:35:00	96200	96295	96190	96245	16691	62299	5
2019.03.01	11:40:00	96250	96295	96120	96165	18131	67479	5
2019.03.01	11:45:00	96165	96190	96015	96055	17579	65178	5
2019.03.01	11:50:00	96055	96195	96050	96165	15871	56179	5
2019.03.01	11:55:00	96165	96195	95965	96065	17478	61281	5
2019.03.01	12:00:00	96065	96140	95980	96075	18327	59863	5
2019.03.01	12:05:00	96080	96220	96055	96180	15670	52584	5
2019.03.01	12:10:00	96180	96210	96040	96130	12494	46877	5
2019.03.01	12:15:00	96130	96135	95960	95975	14924	50211	5
2019.03.01	12:20:00	95975	96035	95850	95970	20050	67235	5
2019.03.01	12:25:00	95970	96025	95910	95985	10309	36155	5
2019.03.01	12:30:00	95980	96005	95885	95930	12910	46534	5
2019.03.01	12:35:00	95930	95935	95725	95775	22133	78843	5
2019.03.01	12:40:00	95775	96010	95730	96000	18835	68977	5
2019.03.01	12:45:00	96000	96115	95995	96100	15056	58415	5
2019.03.01	12:50:00	96105	96180	96030	96165	16215	60124	5
2019.03.01	12:55:00	96165	96250	96145	96150	13392	54040	5
2019.03.01	13:00:00	96150	96175	96050	96055	14941	55228	5
2019.03.01	13:05:00	96055	96145	95970	96085	15927	61058	5
2019.03.01	13:10:00	96085	96110	95805	95825	19448	74072	5
2019.03.01	13:15:00	95820	95895	95760	95860	15668	61382	5
2019.03.01	13:20:00	95860	95865	95640	95780	23145	87360	5
2019.03.01	13:25:00	95780	95880	95750	95855	13411	54809	5
2019.03.01	13:30:00	95855	95880	95710	95745	12589	46636	5
2019.03.01	13:35:00	95750	95830	95720	95800	7769	29360	5
2019.03.01	13:40:00	95800	95815	95695	95725	10131	39646	5
2019.03.01	13:45:00	95725	95775	95650	95695	12110	48852	5
2019.03.01	13:50:00	95695	95695	95555	95580	16821	62549	5
2019.03.01	13:55:00	95580	95740	95570	95700	13264	47065	5
2019.03.01	14:00:00	95700	95720	95570	95650	11946	43038	5
2019.03.01	14:05:00	95650	95685	95540	95575	13315	50130	5
2019.03.01	14:10:00	95580	95670	95525	95665	12912	45548	5
2019.03.01	14:15:00	95665	95700	95525	95625	14846	56021	5
2019.03.01	14:20:00	95620	95675	95590	95635	9221	32115	5
2019.03.01	14:25:00	95640	95650	95540	95565	8993	35344	5
2019.03.01	14:30:00	95560	95580	95460	95575	18290	70009	5
2019.03.01	14:35:00	95570	95610	95480	95530	10975	41446	5
2019.03.01	14:40:00	95525	95555	95415	95535	15336	54375	5
2019.03.01	14:45:00	95535	95545	95450	95525	9509	36592	5
2019.03.01	14:50:00	95530	95535	95435	95450	10552	39384	5
2019.03.01	14:55:00	95455	95465	95325	95370	16062	59019	5
2019.03.01	15:00:00	95370	95370	95275	95310	15809	61950	5
2019.03.01	15:05:00	95305	95325	95230	95285	13252	54091	5
2019.03.01	15:10:00	95280	95310	95230	95290	8564	35050	5
2019.03.01	15:15:00	95285	95300	95100	95155	16123	62273	5
2019.03.01	15:20:00	95155	95195	95040	95075	17976	70741	5
2019.03.01	15:25:00	95075	95080	95000	95025	13143	53540	5
2019.03.01	15:30:00	95030	95195	95010	95145	20307	83611	5
2019.03.01	15:35:00	95145	95210	95120	95140	9597	39100	5
2019.03.01	15:40:00	95140	95245	95130	95200	10939	43631	5
2019.03.01	15:45:00	95205	95275	95095	95185	16386	62318	5
2019.03.01	15:50:00	95180	95230	95115	95140	10116	40825	5
2019.03.01	15:55:00	95140	95160	95025	95040	12608	50998	5
2019.03.01	16:00:00	95045	95140	94950	95120	16965	67206	5
2019.03.01	16:05:00	95120	95200	95100	95185	8734	35003	5
2019.03.01	16:10:00	95185	95270	95165	95240	12249	46279	5
2019.03.01	16:15:00	95240	95330	95220	95295	12588	46759	5
2019.03.01	16:20:00	95295	95370	95265	95365	10841	41571	5
2019.03.01	16:25:00	95365	95425	95325	95415	9698	37731	5
2019.03.01	16:30:00	95415	95455	95275	95350	17390	63207	5
2019.03.01	16:35:00	95345	95445	95330	95395	8111	30495	5
2019.03.01	16:40:00	95395	95430	95320	95430	9677	37308	5
2019.03.01	16:45:00	95425	95440	95370	95415	7300	29793	5
2019.03.01	16:50:00	95410	95415	95325	95335	6017	21846	5
2019.03.01	16:55:00	95335	95370	95295	95360	6934	26009	5
2019.03.01	17:00:00	95355	95430	95340	95425	7061	26648	5
2019.03.01	17:05:00	95420	95550	95365	95525	15731	60307	5
2019.03.01	17:10:00	95520	95550	95395	95430	8791	35923	5
2019.03.01	17:15:00	95430	95490	95375	95485	7196	30567	5
2019.03.01	17:20:00	95480	95500	95330	95365	8239	35440	5
2019.03.01	17:25:00	95360	95390	95235	95235	8997	40811	5
2019.03.01	17:30:00	95240	95300	95225	95285	6307	28895	5
2019.03.01	17:35:00	95285	95285	95205	95250	5460	25724	5
2019.03.01	17:40:00	95245	95375	95225	95345	6442	26350	5
2019.03.01	17:45:00	95340	95400	95270	95385	6442	31160	5
2019.03.01	17:50:00	95390	95395	95255	95280	5854	27271	5
2019.03.01	17:55:00	95275	95315	95170	95240	5660	30233	5
2019.03.01	18:00:00	95240	95260	95090	95165	4250	15963	5
2019.03.01	18:05:00	95170	95185	95125	95170	2630	11110	5
2019.03.06	13:00:00	94885	95370	94865	95280	26406	70134	5
2019.03.06	13:05:00	95280	95490	95230	95440	20066	64927	5
2019.03.06	13:10:00	95445	95445	95310	95405	19882	61610	5
2019.03.06	13:15:00	95400	95470	95250	95270	16923	58299	5
2019.03.06	13:20:00	95265	95350	95115	95220	23033	83898	5
2019.03.06	13:25:00	95220	95455	95130	95360	25081	94080	5
2019.03.06	13:30:00	95360	95435	95250	95310	16475	58591	5
2019.03.06	13:35:00	95310	95315	95160	95210	15712	56574	5
2019.03.06	13:40:00	95210	95315	95140	95145	16678	55612	5
2019.03.06	13:45:00	95145	95165	94955	94990	25343	89260	5
2019.03.06	13:50:00	94985	94990	94715	94765	31889	110165	5
2019.03.06	13:55:00	94760	94820	94670	94790	22380	79951	5
2019.03.06	14:00:00	94795	94915	94770	94845	17662	58894	5
2019.03.06	14:05:00	94845	94965	94800	94935	13298	48426	5
2019.03.06	14:10:00	94935	94995	94855	94860	14514	53506	5
2019.03.06	14:15:00	94860	94930	94770	94805	23718	67256	5
2019.03.06	14:20:00	94805	94830	94605	94705	35933	105894	5
2019.03.06	14:25:00	94700	94765	94580	94620	22396	62491	5
2019.03.06	14:30:00	94620	94720	94580	94685	14521	47371	5
2019.03.06	14:35:00	94680	94765	94590	94760	14176	52049	5
2019.03.06	14:40:00	94760	94770	94645	94710	14883	49988	5
2019.03.06	14:45:00	94705	94715	94540	94650	21614	63280	5
2019.03.06	14:50:00	94650	94695	94585	94610	13180	36693	5
2019.03.06	14:55:00	94610	94645	94555	94630	13736	39740	5
2019.03.06	15:00:00	94630	94695	94585	94605	11533	38230	5
2019.03.06	15:05:00	94605	94635	94510	94545	19104	65326	5
2019.03.06	15:10:00	94550	94665	94540	94665	7903	26961	5
2019.03.06	15:15:00	94660	94760	94645	94735	13757	47672	5
2019.03.06	15:20:00	94740	94755	94600	94660	15651	51735	5
2019.03.06	15:25:00	94660	94740	94645	94695	9778	33415	5
2019.03.06	15:30:00	94700	94825	94630	94755	15760	53076	5
2019.03.06	15:35:00	94755	94840	94735	94830	11153	41567	5
2019.03.06	15:40:00	94835	94865	94765	94780	10425	37767	5
2019.03.06	15:45:00	94785	94815	94740	94790	9028	31214	5
2019.03.06	15:50:00	94790	94890	94785	94880	9133	35755	5
2019.03.06	15:55:00	94885	94910	94790	94800	12379	43235	5
2019.03.06	16:00:00	94795	94925	94780	94910	10499	36015	5
2019.03.06	16:05:00	94910	94915	94825	94865	11120	44407	5
2019.03.06	16:10:00	94870	94885	94765	94765	12170	42836	5
2019.03.06	16:15:00	94770	94805	94710	94750	11628	39979	5
2019.03.06	16:20:00	94745	94820	94715	94795	9846	35618	5
2019.03.06	16:25:00	94800	94805	94715	94760	9106	30964	5
2019.03.06	16:30:00	94760	94785	94715	94760	7487	27717	5
2019.03.06	16:35:00	94755	94815	94755	94780	6439	21764	5
2019.03.06	16:40:00	94780	94795	94720	94775	6693	24723	5
2019.03.06	16:45:00	94775	94845	94750	94755	11510	42313	5
2019.03.06	16:50:00	94755	94785	94725	94745	7108	24237	5
2019.03.06	16:55:00	94745	94775	94695	94730	9646	35376	5
2019.03.06	17:00:00	94730	94775	94720	94750	4749	17604	5
2019.03.06	17:05:00	94750	94790	94705	94740	6999	26529	5
2019.03.06	17:10:00	94745	94755	94675	94690	7423	29242	5
2019.03.06	17:15:00	94690	94765	94685	94745	7081	26130	5
2019.03.06	17:20:00	94745	94800	94720	94725	6431	26209	5
2019.03.06	17:25:00	94730	94765	94715	94750	4073	19858	5
2019.03.06	17:30:00	94755	94825	94735	94820	4450	19083	5
2019.03.06	17:35:00	94815	94870	94775	94785	7871	30931	5
2019.03.06	17:40:00	94780	94835	94775	94815	3725	15069	5
2019.03.06	17:45:00	94815	94835	94780	94785	3483	13082	5
2019.03.06	17:50:00	94790	94810	94705	94720	5588	22014	5
2019.03.06	17:55:00	94715	94790	94650	94775	6231	29057	5
2019.03.06	18:00:00	94780	94815	94740	94800	2436	10063	5
2019.03.06	18:05:00	94795	94820	94670	94670	2839	13019	5
2019.03.07	09:00:00	94600	94745	94580	94740	11684	37309	5
2019.03.07	09:05:00	94735	94770	94685	94735	10105	33492	5
2019.03.07	09:10:00	94740	94765	94585	94610	12730	38937	5
2019.03.07	09:15:00	94610	94645	94535	94595	16244	53721	5
2019.03.07	09:20:00	94600	94700	94590	94650	13403	39977	5
2019.03.07	09:25:00	94655	94655	94575	94640	8879	28350	5
2019.03.07	09:30:00	94645	94675	94440	94510	24871	73945	5
2019.03.07	09:35:00	94505	94525	94410	94450	15056	43981	5
2019.03.07	09:40:00	94455	94465	94350	94425	16144	49637	5
2019.03.07	09:45:00	94430	94540	94385	94515	17189	52074	5
2019.03.07	09:50:00	94515	94570	94485	94565	12183	39047	5
2019.03.07	09:55:00	94565	94640	94520	94625	13803	42097	5
2019.03.07	10:00:00	94630	94790	94590	94730	36924	106205	5
2019.03.07	10:05:00	94735	94795	94595	94630	23984	75679	5
2019.03.07	10:10:00	94635	94650	94440	94440	28711	90192	5
2019.03.07	10:15:00	94445	94490	94320	94340	31319	98431	5
2019.03.07	10:20:00	94345	94470	94270	94460	26029	80332	5
2019.03.07	10:25:00	94460	94645	94440	94640	24625	77947	5
2019.03.07	10:30:00	94635	94710	94550	94670	24083	78076	5
2019.03.07	10:35:00	94670	94730	94560	94690	20639	64192	5
2019.03.07	10:40:00	94695	94915	94680	94900	27351	90782	5
2019.03.07	10:45:00	94900	94950	94810	94835	23078	73739	5
2019.03.07	10:50:00	94835	94965	94825	94940	15732	54420	5
2019.03.07	10:55:00	94940	94995	94840	94945	14054	51615	5
2019.03.07	11:00:00	94940	95050	94940	95025	16757	57759	5
2019.03.07	11:05:00	95020	95035	94900	94930	12243	41954	5
2019.03.07	11:10:00	94930	95045	94900	94970	13839	48431	5
2019.03.07	11:15:00	94970	95085	94965	95060	13099	44118	5
2019.03.07	11:20:00	95065	95095	94930	94930	13689	45948	5
2019.03.07	11:25:00	94930	95005	94905	94975	11039	37277	5
2019.03.07	11:30:00	94975	94985	94755	94780	31178	106099	5
2019.03.07	11:35:00	94780	94780	94460	94515	40634	141240	5
2019.03.07	11:40:00	94515	94585	94415	94505	25953	91183	5
2019.03.07	11:45:00	94510	94525	94370	94400	22491	82275	5
2019.03.07	11:50:00	94395	94480	94325	94460	25523	90926	5
2019.03.07	11:55:00	94455	94525	94410	94505	18019	66732	5
2019.03.07	12:00:00	94510	94560	94410	94545	15037	59438	5
2019.03.07	12:05:00	94545	94595	94485	94505	15985	60809	5
2019.03.07	12:10:00	94500	94650	94465	94650	15850	56944	5
2019.03.07	12:15:00	94650	94690	94525	94560	18182	67515	5
2019.03.07	12:20:00	94565	94665	94530	94630	11547	41304	5
2019.03.07	12:25:00	94630	94720	94630	94675	13464	51037	5
2019.03.07	12:30:00	94670	94735	94605	94695	11455	45530	5
2019.03.07	12:35:00	94695	94860	94695	94820	16334	62558	5
2019.03.07	12:40:00	94815	94830	94750	94825	10362	40317	5
2019.03.07	12:45:00	94820	94960	94820	94945	14497	54771	5
2019.03.07	12:50:00	94945	94975	94875	94935	12085	49040	5
2019.03.07	12:55:00	94940	94985	94815	94825	13753	53472	5
2019.03.07	13:00:00	94825	94925	94760	94855	18016	65620	5
2019.03.07	13:05:00	94855	94895	94815	94885	7916	30028	5
2019.03.07	13:10:00	94885	94910	94820	94885	8086	31668	5
2019.03.07	13:15:00	94880	94905	94745	94755	10508	40268	5
2019.03.07	13:20:00	94755	94825	94640	94690	16978	61532	5
2019.03.07	13:25:00	94690	94810	94660	94780	10975	42507	5
2019.03.07	13:30:00	94775	94870	94775	94795	12623	45047	5
2019.03.07	13:35:00	94795	94850	94725	94740	10791	39567	5
2019.03.07	13:40:00	94740	94790	94680	94690	11178	40762	5
2019.03.07	13:45:00	94695	94745	94650	94695	12583	45043	5
2019.03.07	13:50:00	94700	94735	94620	94655	12110	44794	5
2019.03.07	13:55:00	94650	94850	94650	94830	14770	58159	5
2019.03.07	14:00:00	94825	94825	94735	94800	10388	40337	5
2019.03.07	14:05:00	94800	94835	94720	94735	9204	37533	5
2019.03.07	14:10:00	94730	94850	94710	94840	9324	38019	5
2019.03.07	14:15:00	94845	94890	94760	94785	12855	48023	5
2019.03.07	14:20:00	94785	94865	94740	94855	9251	37470	5
2019.03.07	14:25:00	94860	94900	94795	94870	10658	44949	5
2019.03.07	14:30:00	94865	94930	94800	94905	13736	57948	5
2019.03.07	14:35:00	94900	94905	94790	94845	9097	37797	5
2019.03.07	14:40:00	94840	94855	94760	94790	8140	35909	5
2019.03.07	14:45:00	94790	94800	94710	94780	11100	47207	5
2019.03.07	14:50:00	94785	94820	94735	94805	8847	36859	5
2019.03.07	14:55:00	94805	94840	94770	94810	7297	31674	5
2019.03.07	15:00:00	94815	94820	94750	94795	7122	29351	5
2019.03.07	15:05:00	94795	94795	94640	94685	13791	54372	5
2019.03.07	15:10:00	94685	94745	94665	94730	10897	45374	5
2019.03.07	15:15:00	94735	94830	94705	94825	11385	46677	5
2019.03.07	15:20:00	94825	94835	94745	94755	10592	43510	5
2019.03.07	15:25:00	94760	94795	94700	94795	8978	37488	5
2019.03.07	15:30:00	94790	94795	94660	94670	9402	41954	5
2019.03.07	15:35:00	94675	94680	94605	94660	14322	60250	5
2019.03.07	15:40:00	94665	94710	94655	94675	9607	39021	5
2019.03.07	15:45:00	94675	94700	94630	94640	8921	35354	5
2019.03.07	15:50:00	94640	94710	94565	94595	15814	62141	5
2019.03.07	15:55:00	94595	94610	94525	94540	12991	51954	5
2019.03.07	16:00:00	94540	94575	94500	94570	11194	45257	5
2019.03.07	16:05:00	94570	94585	94470	94555	12901	52085	5
2019.03.07	16:10:00	94555	94580	94520	94570	8550	32426	5
2019.03.07	16:15:00	94570	94640	94560	94625	12099	47257	5
2019.03.07	16:20:00	94625	94630	94565	94590	8527	31789	5
2019.03.07	16:25:00	94595	94790	94570	94755	16876	65103	5
2019.03.07	16:30:00	94760	94790	94665	94710	11091	46792	5
2019.03.07	16:35:00	94710	94740	94615	94645	11884	46445	5
2019.03.07	16:40:00	94650	94695	94600	94640	9271	36661	5
2019.03.07	16:45:00	94635	94635	94450	94470	18012	73643	5
2019.03.07	16:50:00	94475	94495	94400	94470	14522	57874	5
2019.03.07	16:55:00	94465	94665	94460	94595	19972	78631	5
2019.03.07	17:00:00	94600	94965	94550	94865	27030	103541	5
2019.03.07	17:05:00	94870	94900	94760	94900	13004	49624	5
2019.03.07	17:10:00	94895	94965	94820	94860	14071	59820	5
2019.03.07	17:15:00	94860	95145	94860	95100	17562	68371	5
2019.03.07	17:20:00	95100	95195	95055	95135	12421	46356	5
2019.03.07	17:25:00	95135	95170	95015	95035	10701	39478	5
2019.03.07	17:30:00	95030	95080	95000	95040	5991	22825	5
2019.03.07	17:35:00	95035	95060	94965	94980	5694	19903	5
2019.03.07	17:40:00	94980	95010	94900	94940	6160	24742	5
2019.03.07	17:45:00	94935	95070	94925	95005	6248	27015	5
2019.03.07	17:50:00	95005	95020	94935	94965	5074	21246	5
2019.03.07	17:55:00	94960	95075	94920	94940	5570	26288	5
2019.03.07	18:00:00	94940	94950	94895	94915	1986	8796	5
2019.03.07	18:05:00	94910	95160	94840	95160	2945	14098	5
2019.03.08	09:00:00	94620	94755	94545	94635	12601	37195	5
2019.03.08	09:05:00	94635	94645	94485	94500	11392	40050	5
2019.03.08	09:10:00	94495	94615	94480	94535	12743	42753	5
2019.03.08	09:15:00	94540	94645	94530	94600	9374	30876	5
2019.03.08	09:20:00	94600	94610	94470	94495	12202	41978	5
2019.03.08	09:25:00	94490	94630	94470	94620	11028	36544	5
2019.03.08	09:30:00	94620	94630	94455	94510	15304	48841	5
2019.03.08	09:35:00	94505	94535	94455	94500	9617	30987	5
2019.03.08	09:40:00	94495	94540	94455	94500	8328	26842	5
2019.03.08	09:45:00	94500	94565	94465	94485	8191	25376	5
2019.03.08	09:50:00	94485	94550	94425	94475	10669	33769	5
2019.03.08	09:55:00	94475	94550	94455	94465	8074	25314	5
2019.03.08	10:00:00	94465	94515	94370	94390	15369	47444	5
2019.03.08	10:05:00	94395	94420	94310	94320	17405	56653	5
2019.03.08	10:10:00	94325	94365	94255	94290	21061	66945	5
2019.03.08	10:15:00	94290	94415	94125	94290	29867	87816	5
2019.03.08	10:20:00	94290	94365	94210	94350	12022	39884	5
2019.03.08	10:25:00	94355	94375	94210	94220	9470	27555	5
2019.03.08	10:30:00	94225	94490	93810	94160	57482	163559	5
2019.03.08	10:35:00	94160	94270	94080	94145	26846	84663	5
2019.03.08	10:40:00	94145	94290	94090	94190	21517	68365	5
2019.03.08	10:45:00	94190	94320	94135	94310	15210	52190	5
2019.03.08	10:50:00	94310	94390	94175	94350	21864	71141	5
2019.03.08	10:55:00	94350	94410	94225	94310	18301	59040	5
2019.03.08	11:00:00	94305	94310	94115	94125	17639	56681	5
2019.03.08	11:05:00	94130	94130	93955	94010	22608	75506	5
2019.03.08	11:10:00	94010	94125	93960	94120	11880	37156	5
